Round4重点核验专业ID,来源Round4重点核验组,来源Round4完整组内专业,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,压缩序号,第四轮候选ID,专业组出现ID,城市,冲稳保,院校代码,院校名称,院校专业组代码,专业组内专业序号,专业代号,专业名称及备注,专业偏好方向,第四轮方向标签,专业角色判断,机器专业接受度初判,家庭接受度初判V2,调剂风险初判V2,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID
R4FOCUSMAJOR-1adb0c7faa3b70d6,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,14,52,集成电路设计与集成系统,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,,5500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-7489ddca4dfd3dd8
R4FOCUSMAJOR-4ac164d2e312652e,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,15,53,数据科学与大数据技术,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内专业较多，需逐条确认调剂接受度,,,,5500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-d7ad035436e7d0f7
R4FOCUSMAJOR-d0f8a9ac440721db,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,16,54,电子科学与技术H451 山东女子学院（公办）（山东）不限,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,9,5500,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,unmatched,169,right,M-b0e700912fffe743
R4FOCUSMAJOR-fb43e806bb514aa6,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,29,R4GROUP-c98d65af99b45fd0,G-9d5ccd6576a2150a,太原市,稳冲观察,F311,太原工业学院,F31102,1,06,机械电子工程GAKA一•z专业组及专业代号,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,3,5280,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,109,right,M-0866480aca85a441
R4FOCUSMAJOR-5d94c563c5450292,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,29,R4GROUP-c98d65af99b45fd0,G-9d5ccd6576a2150a,太原市,稳冲观察,F311,太原工业学院,F31102,2,07,智能制造工程,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,要求,,5280,1,专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-8cfb43de352f0ed2
R4FOCUSMAJOR-4c544df2d983aa2b,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,29,R4GROUP-c98d65af99b45fd0,G-9d5ccd6576a2150a,太原市,稳冲观察,F311,太原工业学院,F31102,3,08,智能车辆工程,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,,5280,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-86d69bc102cb0a69
R4FOCUSMAJOR-310732836ed80a3d,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,29,R4GROUP-c98d65af99b45fd0,G-9d5ccd6576a2150a,太原市,稳冲观察,F311,太原工业学院,F31102,4,09,物联网工程,计算机类相关,电子信息网络；计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,,5280,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-79978ec21a64feff
R4FOCUSMAJOR-b7b91bc83e36fbce,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,29,R4GROUP-c98d65af99b45fd0,G-9d5ccd6576a2150a,太原市,稳冲观察,F311,太原工业学院,F31102,5,10,智能无人系统技术,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,,5280,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-6eeccebc28680d58
R4FOCUSMAJOR-f1e7c6a6d73ff453,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,29,R4GROUP-c98d65af99b45fd0,G-9d5ccd6576a2150a,太原市,稳冲观察,F311,太原工业学院,F31102,6,11,测控技术与仪器（屈光不正（近视眼或远视眼）任何一眼矫正后镜片度数大于400度者，不宜就读）,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,,5280,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-44c091cf855e4c63
R4FOCUSMAJOR-ce2b2da15559e38b,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,29,R4GROUP-c98d65af99b45fd0,G-9d5ccd6576a2150a,太原市,稳冲观察,F311,太原工业学院,F31102,7,12,电气工程及其自动化,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,2,5280,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-9a8d4ae541b8133c
R4FOCUSMAJOR-0ecb2f9313461aad,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,29,R4GROUP-c98d65af99b45fd0,G-9d5ccd6576a2150a,太原市,稳冲观察,F311,太原工业学院,F31102,8,13,机器人工程,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,2,5280,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-c92018b1a4082d03
R4FOCUSMAJOR-359bde47783f9a5d,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,29,R4GROUP-c98d65af99b45fd0,G-9d5ccd6576a2150a,太原市,稳冲观察,F311,太原工业学院,F31102,9,14,计算机科学与技术,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,2,5280,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-e43d4c912f7aa71e
R4FOCUSMAJOR-22e639ec4c174d18,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,29,R4GROUP-c98d65af99b45fd0,G-9d5ccd6576a2150a,太原市,稳冲观察,F311,太原工业学院,F31102,10,15,软件工程,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,2,5280,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,110,left,M-dc3cd37605171f3a
R4FOCUSMAJOR-7cd2415107ec9570,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,30,R4GROUP-7fec5ee7830590ef,G-a289e7d54bd0da07,黄石市,稳冲观察,C138,湖北理工学院,C13810,1,49,信息与计算科学（大数据安全方向）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,85,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-3233c336114a530e
R4FOCUSMAJOR-26f9c8e608d9a100,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,30,R4GROUP-7fec5ee7830590ef,G-a289e7d54bd0da07,黄石市,稳冲观察,C138,湖北理工学院,C13810,2,50,应用物理学（集成电路方向、光电信息科学方向）,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,76,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-81bcb2e3f9310b58
R4FOCUSMAJOR-fd541e80f8548f81,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,30,R4GROUP-7fec5ee7830590ef,G-a289e7d54bd0da07,黄石市,稳冲观察,C138,湖北理工学院,C13810,3,51,数据科学与大数据技术,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,38,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-0d4fb7b722997d8e
R4FOCUSMAJOR-34cbd1eff7dd8a8f,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,30,R4GROUP-7fec5ee7830590ef,G-a289e7d54bd0da07,黄石市,稳冲观察,C138,湖北理工学院,C13810,4,52,人工智能,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,40,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-b8657de6d279dc74
R4FOCUSMAJOR-a9aa053ed47faefc,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,30,R4GROUP-7fec5ee7830590ef,G-a289e7d54bd0da07,黄石市,稳冲观察,C138,湖北理工学院,C13810,5,53,人工智能（创新实验班）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,化学,23,4000,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-74b36f7c71439bba
