第二轮候选ID,第二轮池,第二轮层级,建议梯度,专业角色判断,第二轮方向标签,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID
R2GROUP-752cc97ae29373f2,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,H322,赣南师范大学,H32208,3,25,土地科学与技术（办学地点：蓉江校,,待了解-未命中当前偏好方向,,,,4090,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,11,11,158,right,M-56d62d86d5ff45a0,G-0c8b6406b5f4ab3b
R2GROUP-770378f72ccb8df4,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,F387,内蒙古农业大学,F38702,1,07,应用统计学（办学地点：呼和浩特校,,待了解-未命中当前偏好方向,,,2,4600,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,2,-4,111,right,M-d55c57f255dbe14e,G-660bf38051556cc2
R2GROUP-770378f72ccb8df4,专项,S2-农业/环境专项了解,稳冲观察,主线偏好-工科信息制造,机械自动化机器人,false,F387,内蒙古农业大学,F38702,2,08,机械设计制造及其自动化（办学地点：呼和浩特校区）,,待了解-未命中当前偏好方向,,,2,4600,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,2,-4,111,right,M-f94738dcdb0147c4,G-660bf38051556cc2
R2GROUP-770378f72ccb8df4,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,F387,内蒙古农业大学,F38702,3,09,树料科学与工程（办学地点：呼和浩特校区）,,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,2,-4,111,right,M-a09ed26730e07d3a,G-660bf38051556cc2
R2GROUP-770378f72ccb8df4,专项,S2-农业/环境专项了解,稳冲观察,主线偏好-工科信息制造,机械自动化机器人,false,F387,内蒙古农业大学,F38702,4,10,电气工程及其自动化（办学地点：呼和浩特校区）,,待了解-未命中当前偏好方向,,,2,4600,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,2,-4,111,right,M-c07ad5c79de8d336,G-660bf38051556cc2
R2GROUP-770378f72ccb8df4,专项,S2-农业/环境专项了解,稳冲观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F387,内蒙古农业大学,F38702,5,11,软件工程（办学地点：呼和浩特校区）,计算机类相关,优先了解-命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,2,-4,111,right,M-33b2a8b7450cfcc6,G-660bf38051556cc2
R2GROUP-770378f72ccb8df4,专项,S2-农业/环境专项了解,稳冲观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F387,内蒙古农业大学,F38702,6,12,数据科学与大数据技术（办学地点：呼和浩特校区）,计算机类相关,优先了解-命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,2,-4,111,right,M-6769ec15ca7fc955,G-660bf38051556cc2
R2GROUP-770378f72ccb8df4,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,F387,内蒙古农业大学,F38702,7,13,水文与水资源工程（办学地点：呼和浩特校区）,,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,2,-4,111,right,M-6e3072a3c723260b,G-660bf38051556cc2
R2GROUP-770378f72ccb8df4,专项,S2-农业/环境专项了解,稳冲观察,可了解-农业相关,农业动医兽医,false,F387,内蒙古农业大学,F38702,8,14,农业电气化（办学地点：呼和浩特校,,待了解-未命中当前偏好方向,,,2,4600,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,2,-4,111,right,M-a15bea465320e7aa,G-660bf38051556cc2
R2GROUP-770378f72ccb8df4,专项,S2-农业/环境专项了解,稳冲观察,可了解-农业相关,农业动医兽医,false,F387,内蒙古农业大学,F38702,9,15,农业水利工程（含享越农林计划；办学地点：呼和浩特校区）,,待了解-未命中当前偏好方向,,,2,4600,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,2,-4,111,right,M-da905de62c0490b5,G-660bf38051556cc2
R2GROUP-770378f72ccb8df4,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,F387,内蒙古农业大学,F38702,10,16,家具设计与工程（办学地点：呼和浩特校区）F388 内蒙古医科大学（公办）（内蒙）,,待了解-未命中当前偏好方向,,,2,4600,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,2,-4,111,right,M-8e671dc4a3987201,G-660bf38051556cc2
R2GROUP-78c9befd5d4132b7,专项,S1-医技/康复专项了解,冲刺观察,专项了解-医技护理康复,医技护理康复,false,K470,陕西中医药大学,K47002,1,02,中医康复学（学制：五年）【47003 陕西中医药大学第 03组,,默认不能接受-医学护理等排除方向,医学/护理等排除方向；学费超过当前上限,不限,,6500,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,24,24,224,right,M-97a357510c288989,G-9860ad98474f6877
R2GROUP-78c9befd5d4132b7,专项,S1-医技/康复专项了解,冲刺观察,字段缺口待核,,false,K470,陕西中医药大学,K47002,2,03,床医学（学制：五年）,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,［化学,,6500,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,24,24,224,right,M-1080ffd3a9ff4138,G-9860ad98474f6877
R2GROUP-7a44309a449dd537,专项,S1-医技/康复专项了解,高冲暂缓,专项了解-医技护理康复,医技护理康复,false,H317,江西中医药大学,H31708,1,25,医学检验技术（不招收色盲、色弱、单色识别不全的考生）,,默认不能接受-医学护理等排除方向,体检或色觉限制；医学/护理等排除方向,化学,,2,1,专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,42,42,156,right,M-2e19bb303f6a2fc8,G-3ad21fd4b562f317
R2GROUP-7a44309a449dd537,专项,S1-医技/康复专项了解,高冲暂缓,专项了解-医技护理康复,医技护理康复,false,H317,江西中医药大学,H31708,2,26,康复治疗学（不招收色盲、色弱、单色识别不全的考生,,默认不能接受-医学护理等排除方向,体检或色觉限制；医学/护理等排除方向,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,42,42,156,right,M-ee264b7cec07c1df,G-3ad21fd4b562f317
R2GROUP-7a44309a449dd537,专项,S1-医技/康复专项了解,高冲暂缓,字段缺口待核,,false,H317,江西中医药大学,H31708,3,27,生物医学工程（不招收色盲、色弱、单色识别不全的考生）,,默认不能接受-医学护理等排除方向,体检或色觉限制；医学/护理等排除方向,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,42,42,156,right,M-23580523fe58f0a5,G-3ad21fd4b562f317
R2GROUP-7a44309a449dd537,专项,S1-医技/康复专项了解,高冲暂缓,专项了解-医技护理康复,医技护理康复,false,H317,江西中医药大学,H31708,4,28,医学影像技术（不招收色盲、色弱、单色识别不全的考生）,,默认不能接受-医学护理等排除方向,体检或色觉限制；医学/护理等排除方向,,,1,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,42,42,156,right,M-eacdcd6152df4d75,G-3ad21fd4b562f317
R2GROUP-7a44309a449dd537,专项,S1-医技/康复专项了解,高冲暂缓,字段缺口待核,,false,H317,江西中医药大学,H31708,5,29,智能医学工程（不招收色盲、色弱、单色识别不全的考生）,,默认不能接受-医学护理等排除方向,体检或色觉限制；医学/护理等排除方向,,,1,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,42,42,156,right,M-0862ec0d6abe3a7b,G-3ad21fd4b562f317
R2GROUP-7a44309a449dd537,专项,S1-医技/康复专项了解,高冲暂缓,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H317,江西中医药大学,H31708,6,30,生物医药数据科学（不招收色盲、色弱、单色识别不全的考生）,计算机类相关,默认不能接受-医学护理等排除方向,体检或色觉限制；医学/护理等排除方向,,,1,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,42,42,156,right,M-327e9c15e3c792f4,G-3ad21fd4b562f317
R2GROUP-7c6819f42137ae5c,专项,S2-农业/环境专项了解,稳冲观察,可了解-环境,环境工程科学,false,F389,内蒙古师范大学,F38905,1,05,环境科学（办学地点：盛乐校区）,,待了解-未命中当前偏好方向,,【化学,5,4600,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,12,12,112,left,M-95aff267c70f06b0,G-0771ff9574b79485
R2GROUP-7f2928608158574c,专项,S1-医技/康复专项了解,冲刺观察,专项了解-医技护理康复,医技护理康复,false,F206,河北中医药大学,F20605,1,09,康复治疗学（色盲、色弱不予录取）,,默认不能接受-医学护理等排除方向,体检或色觉限制；医学/护理等排除方向,,,5200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,23,12,104,left,M-a093c68ae690f106,G-0474563a19e8fc20
R2GROUP-80432d4df6ea8dab,专项,S2-农业/环境专项了解,稳妥观察,调剂接受度待判断,,false,K357,红河学院,K35703,1,07,治金工程,,待了解-未命中当前偏好方向,,化学,2,5000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-18,220,left,M-47e49315c4fb7750,G-fed0319687e267b4
R2GROUP-80432d4df6ea8dab,专项,S2-农业/环境专项了解,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,K357,红河学院,K35703,2,08,电气工程及其自动化,,待了解-未命中当前偏好方向,,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-18,220,left,M-80bcd402e578682b,G-fed0319687e267b4
R2GROUP-80432d4df6ea8dab,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,K357,红河学院,K35703,3,09,食品质量与安全,,待了解-未命中当前偏好方向,,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-18,220,left,M-f9c75dbd6214dcfd,G-fed0319687e267b4
R2GROUP-80432d4df6ea8dab,专项,S2-农业/环境专项了解,稳妥观察,可了解-农业相关,农业动医兽医；环境工程科学,false,K357,红河学院,K35703,4,10,农业资源与环境（农林类）卫园艺（农林类）,,待了解-未命中当前偏好方向,,,2,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-18,220,left,M-bc1ac9776fb76e5f,G-fed0319687e267b4
R2GROUP-80432d4df6ea8dab,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,K357,红河学院,K35703,5,12,数学与应用数学,,待了解-未命中当前偏好方向,,,3,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-18,220,left,M-ef7f4f77405522dc,G-fed0319687e267b4
R2GROUP-80432d4df6ea8dab,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,K357,红河学院,K35703,6,13,应用统计学,,待了解-未命中当前偏好方向,,,3,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-18,220,left,M-c4c4708e84fae8dc,G-fed0319687e267b4
R2GROUP-80432d4df6ea8dab,专项,S2-农业/环境专项了解,稳妥观察,可了解-师范,师范类相关,false,K357,红河学院,K35703,7,14,物理学（师范炎）,师范类相关,优先了解-命中当前偏好方向,,,3,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-18,220,left,M-b7236cae998c2a8c,G-fed0319687e267b4
R2GROUP-80432d4df6ea8dab,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,K357,红河学院,K35703,8,15,化学K358 云南财经大学（公办）（云南）,,待了解-未命中当前偏好方向,,,84,5000,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-18,220,left,M-b3ea929be0ba597b,G-fed0319687e267b4
R2GROUP-809229750ac58147,专项,S1-医技/康复专项了解,历史待补,费用或培养模式需核,,false,T488,西安医学院,T48808,1,09,药学（中外合作办学）（办学地点：未夹,,默认不能接受-医学护理等排除方向,中外合作或高收费；医学/护理等排除方向,化学,,60000,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,226,right,M-583de959ff90ade7,G-384f5ce657000141
