事实准出任务汇总ID,来源事实准出门禁账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,任务汇总序号,稳定基座第一闭环明细任务ID,第一闭环核验结果ID,第一闭环证据状态公开账本ID,第一闭环下一步动作ID,稳定基座第一闭环页列包ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,字段名,执行泳道,核验动作层级,第一闭环页列优先级,事实范围数,字段事实数,专业名归属事实数,专业组边界事实数,事实准出状态分布,事实准出阻断等级分布,事实类型分布,PDF待补事实数,湖北官方待补事实数,高校辅证待补事实数,冲突待处理事实数,双人复核待完成事实数,三方闭环待完成事实数,可进入私有写回评审事实数,事实集合SHA16,任务准出动作,公开安全策略
FCFACTRESTASK-e28c0bc2aba97c2f,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,129,FIRSTDETAIL-a0265b0156170fad,FIRSTRESULT-36791b1b3d6a237b,FIRSTEVID-37931fc62a67a528,FIRSTNEXT-e5221dad24d97b62,FIRSTPAGE-4c8c5f6279a32c04,070-right,70,right,M-97356b83d76caabd,G-facec610841ca140,C108,专业计划数,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,Q2-官网未匹配或高校辅证页列先核,3,2,1,0,blocked_regular_pdf_hubei×2；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×1；字段事实-专业计划数×1；字段事实-学费×1,3,3,0,0,0,3,0,3e4ed0e28256189f,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-1e8484d4ca074f6b,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,130,FIRSTDETAIL-a0ac8bdfbadc9df6,FIRSTRESULT-7447a3886dda8504,FIRSTEVID-22d6a5ddc49d551a,FIRSTNEXT-d22ae2c4dc9cd330,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-59f2fe4937c929af,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,Q1-补缺或计划数偏大页列先核,3,3,0,0,blocked_b0_companion_pdf_hubei×3,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,0,3,0,5485d258149202cb,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-87b6ae71106bfa92,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,131,FIRSTDETAIL-a0e1bc6648e21db0,FIRSTRESULT-b81b6891ae917c97,FIRSTEVID-ec8d2c22ab393326,FIRSTNEXT-37511bea55b55a94,FIRSTPAGE-551d0b213dbd2529,109-left,109,left,M-68e8615d3ab753b9,G-3ed22abc87c8dac2,F305,专业计划数,E1-计划数补缺或偏大优先核验,N5-多源一致仍待湖北官方侧,Q1-补缺或计划数偏大页列先核,2,2,0,0,blocked_regular_pdf_hubei×2,G6-常规PDF湖北官方闭环待完成×2,字段事实-专业计划数×1；字段事实-学费×1,2,2,2,0,0,2,0,32ddbae5792304fb,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-72a0f25815c90416,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,132,FIRSTDETAIL-a19646da8920400b,FIRSTRESULT-308522561e8f3c3e,FIRSTEVID-f14b6041d618be5e,FIRSTNEXT-a4df618add4d4e23,FIRSTPAGE-f58ca9d1af902d1a,037-left,37,left,M-a85b56dac30243b2,G-9fca3ce8b2adbf9c,A135,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,Q0-冲突页列第一批先核,3,3,0,0,blocked_w0_b0_core_pdf_hubei×3,G0-W0B0核心事实优先阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,3,3,0,3c723f9aa5761a87,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-fae859f3447abf3c,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,133,FIRSTDETAIL-a27c8398f1cd4fda,FIRSTRESULT-8d217d53b2e1bfc1,FIRSTEVID-3141755bc240350d,FIRSTNEXT-cfb9d4d08783af35,FIRSTPAGE-0f2775b71610686e,194-left,194,left,M-8a3c24bfbc59571d,G-40e8e2649ba8d3a6,H857,专业计划数,E0-冲突异常双人优先核验,N2-机器坐标辅助核PDF原页,Q0-冲突页列第一批先核,1,1,0,0,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,字段事实-专业计划数×1,1,1,0,0,1,1,0,1dd336dda72f533b,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-7d5d9c829bd9cda1,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,134,FIRSTDETAIL-a54f685382d6b1c6,FIRSTRESULT-a71e7df11a52e713,FIRSTEVID-b51f9bb784e78040,FIRSTNEXT-9873f865330ed395,FIRSTPAGE-97ab0abc16a6bf85,199-left,199,left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,Q0-冲突页列第一批先核,3,3,0,0,blocked_w0_b0_core_pdf_hubei×3,G0-W0B0核心事实优先阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,3,3,0,c8d3b730f10b5fd5,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-3126665d841a96e4,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,135,FIRSTDETAIL-a76e59cf1cf0d059,FIRSTRESULT-5f760eaae00ac9ae,FIRSTEVID-45b9d577fe212dbb,FIRSTNEXT-18c4154349eccef7,FIRSTPAGE-e942d34407576c0d,209-right,209,right,M-eb78e1c31fae9e22,G-e377a7e078e92213,K153,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,Q0-冲突页列第一批先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,1,1,0,1,1,1,0,2c6106ccc1a74d3d,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-228ed00530276cfa,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,136,FIRSTDETAIL-a86cefb127d2a1a9,FIRSTRESULT-1e748180cc56eab7,FIRSTEVID-98fb714771ec59d8,FIRSTNEXT-d1504a2ec6732c3c,FIRSTPAGE-4c8c5f6279a32c04,070-right,70,right,M-b1b11d1758e31fc0,G-facec610841ca140,C108,专业计划数,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,Q2-官网未匹配或高校辅证页列先核,4,3,1,0,blocked_regular_pdf_hubei×3；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×3,专业名归属事实×1；字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,4,4,0,0,0,4,0,985e28251340b07c,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-43b045979fda380a,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,137,FIRSTDETAIL-a9bba347a300c262,FIRSTRESULT-ea20789af4fbf8c6,FIRSTEVID-0a039ddfbcadc962,FIRSTNEXT-561bfcc6155a659a,FIRSTPAGE-0f2775b71610686e,194-left,194,left,M-eb2bc5f19a360334,G-40e8e2649ba8d3a6,H857,专业计划数,E0-冲突异常双人优先核验,N2-机器坐标辅助核PDF原页,Q0-冲突页列第一批先核,1,1,0,0,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,字段事实-专业计划数×1,1,1,0,0,1,1,0,9507d405ad13eac1,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-88640d9b19b0d44b,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,138,FIRSTDETAIL-ab6063ed0b37268b,FIRSTRESULT-d1494dbd258b6f14,FIRSTEVID-e70604fb5f756126,FIRSTNEXT-6c0ad8a0ed7b6459,FIRSTPAGE-ffc90431edf15154,018-left,18,left,M-84b7a37c3bcb4125,G-df1242f8618d3971,A033,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,Q0-冲突页列第一批先核,3,3,0,0,blocked_w0_b0_core_pdf_hubei×3,G0-W0B0核心事实优先阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,0,3,0,b78c4b99d5668fc2,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-7fc77b97781d065f,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,139,FIRSTDETAIL-ac9be6f84b5cb492,FIRSTRESULT-58c851061790cd31,FIRSTEVID-ca895fb4413e151d,FIRSTNEXT-df22cb373a2dbb69,FIRSTPAGE-e942d34407576c0d,209-right,209,right,M-e2879b097d059aee,G-e377a7e078e92213,K153,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,Q0-冲突页列第一批先核,3,3,0,0,blocked_w0_b0_core_pdf_hubei×3,G0-W0B0核心事实优先阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,3,3,0,8c93611dbdc7377c,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-9c45e3971f2a4cb9,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,140,FIRSTDETAIL-b0445279f2648fcb,FIRSTRESULT-fdf153add22e5f01,FIRSTEVID-1db647a4439196ec,FIRSTNEXT-cd2cba66533498fd,FIRSTPAGE-97ab0abc16a6bf85,199-left,199,left,M-0e8881b7e05a4ea3,G-37268c0379be16ef,H945,专业计划数,E0-冲突异常双人优先核验,N4-PDFOCR候选人工确认,Q0-冲突页列第一批先核,2,1,1,0,blocked_b0_companion_pdf_hubei×1；blocked_w0_b0_core_pdf_hubei×1,G0-W0B0核心事实优先阻断×1；G1-B0同页伴生事实阻断×1,专业名归属事实×1；字段事实-专业计划数×1,2,2,0,2,0,2,0,2bfadba860504775,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-1e24f1a97b15ad0f,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,141,FIRSTDETAIL-b23680d0e33b54fd,FIRSTRESULT-b82415eef5b026f8,FIRSTEVID-d45ede5166823d36,FIRSTNEXT-d7cbfe61eb301e8f,FIRSTPAGE-e942d34407576c0d,209-right,209,right,M-026664ca0517a54d,G-e377a7e078e92213,K153,学费,E0-冲突异常双人优先核验,N4-PDFOCR候选人工确认,Q0-冲突页列第一批先核,2,1,1,0,blocked_b0_companion_pdf_hubei×1；blocked_w0_b0_core_pdf_hubei×1,G0-W0B0核心事实优先阻断×1；G1-B0同页伴生事实阻断×1,专业名归属事实×1；字段事实-学费×1,2,2,0,2,0,2,0,fb4d6df0d59bb83c,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-2e83a9838ceecce8,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,142,FIRSTDETAIL-b32e99b3f89bcaa4,FIRSTRESULT-5d778001db4c6aed,FIRSTEVID-32be10dc4c5061bf,FIRSTNEXT-4f19c9a334777cab,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-a83566d233468121,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,N2-机器坐标辅助核PDF原页,Q1-补缺或计划数偏大页列先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,1,1,0,1,0,1,0,06cb98bffc30638a,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-8156eb04ee7b6628,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,143,FIRSTDETAIL-b3e6cbef91c35c3d,FIRSTRESULT-1dae19b549b66e65,FIRSTEVID-c4c3aedba0fb2514,FIRSTNEXT-041844fe150943c6,FIRSTPAGE-15ba87f70c7f53a2,137-left,137,left,M-07561f2ddca7868c,G-d202caf3a5b24060,H001,专业计划数,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,Q1-补缺或计划数偏大页列先核,3,3,0,0,blocked_regular_pdf_hubei×3,G6-常规PDF湖北官方闭环待完成×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,0,0,3,0,c96278d78272fcb7,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-e223c1230cd4530b,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,144,FIRSTDETAIL-b47bcb8a4b82264a,FIRSTRESULT-54b3e211bf699547,FIRSTEVID-ad7248a90e6e304b,FIRSTNEXT-4e0e561ed026d398,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-188931cfb2409b2a,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,N3-无稳定候选人工看图,Q1-补缺或计划数偏大页列先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,1,1,0,1,1,1,0,15e94d4ad4c65d7a,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-7e4559a477ec4e4d,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,145,FIRSTDETAIL-b50d8b9170f5d692,FIRSTRESULT-1e881c2fa0bd1d00,FIRSTEVID-fa27398b8468b035,FIRSTNEXT-874a460b91b33565,FIRSTPAGE-551d0b213dbd2529,109-left,109,left,M-b11b9f49fcb51333,G-3ed22abc87c8dac2,F305,专业计划数,E1-计划数补缺或偏大优先核验,N5-多源一致仍待湖北官方侧,Q1-补缺或计划数偏大页列先核,3,3,0,0,blocked_regular_pdf_hubei×3,G6-常规PDF湖北官方闭环待完成×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,0,0,3,0,26f4a98be7a3feca,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
