来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,官方逐专业校验任务ID,官方交叉校验任务ID,专业核验任务ID,候选V3入口ID,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,来源页码,专业明细来源,专业行来源,专业行ID,专业组内专业序号,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,专业偏好方向,专业风险类型,专业字段完整性标记,机器专业接受度初判,机器阻断或待核原因,调剂影响初判,官网来源状态,官网URL,本地留存路径,可核字段,官网来源局限,官方源缺口,PDF字段核验状态,湖北官方系统字段核验状态,高校官网/章程字段核验状态,家庭接受度人工结论状态,调剂影响人工结论状态,字段核验状态,是否阻断组升级,可进入最终专业列表,可进入下一阶段,高校官网计划检索式,招生章程检索式,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-0db4e4a63fafd611,OCQ-3dcc84bb547cc0e2,MPK-34554a86c770ab18,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-5d037b9dfe428232,8,10,电气工程及其自动化（菁英班）,,,4600,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-cc9bc6063b860122,OCQ-3dcc84bb547cc0e2,MPK-0f5626655a725114,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-81c799c1ee801803,9,11,电子信息工程,,,4600,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-d45d691967dcc810,OCQ-3dcc84bb547cc0e2,MPK-81ac18e58b862537,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-08ee682bccea7bba,10,12,电子信息工程（创新实验班）,,,4600,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-136da08b9bc9520f,OCQ-3dcc84bb547cc0e2,MPK-299140aaa10d7762,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-d1e7e23ad727700d,11,13,通信工程,,,4600,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-d9439792cbf05f71,OCQ-3dcc84bb547cc0e2,MPK-42abe65ce2068025,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-e21e36a1126827a3,12,14,入工智能（菩英班）,,,4600,,,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-fa912d759619d0fe,OCQ-3dcc84bb547cc0e2,MPK-5d14b4e73eee7c86,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-81e62f0f6c25e43d,13,15,百动化（智能机器人与智能工业控制）,,,4600,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-04e9a74728faf325,OCQ-3dcc84bb547cc0e2,MPK-fcf23030148ecee6,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-4299f216b028700e,14,16,自动化（创新实验班）,,,4600,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-122af5655a1187e6,OCQ-3dcc84bb547cc0e2,MPK-f89bbbce30f33a7b,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-22b0d4219db7bfd1,15,17,计算机科学与技术,,,4600,计算机类相关,,missing_subject_candidate;missing_plan_count_candidate,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失,主动填报优先专业候选,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-67d6973678130d04,OCQ-3dcc84bb547cc0e2,MPK-f5545a41b95dee2e,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-3bf1af9d6488e197,16,18,计算机科学与技术（创新实验班）,,,4600,计算机类相关,,missing_subject_candidate;missing_plan_count_candidate,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失,主动填报优先专业候选,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-e4ff125ffcfa1fdb,OCQ-3dcc84bb547cc0e2,MPK-94bc2b4ea18b3810,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-5727198817aa408a,17,19,信息安全,,,4600,计算机类相关,,missing_subject_candidate;missing_plan_count_candidate,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失,主动填报优先专业候选,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-25c70d33169f9b27,OCQ-3dcc84bb547cc0e2,MPK-f5661161df52e9ce,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-0c0edd7d7d82147d,18,20,数字媒体技术,,,4600,数字媒体技术,,missing_subject_candidate;missing_plan_count_candidate,优先了解-命中当前偏好方向,计划数字段非纯数字或缺失,主动填报优先专业候选,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
