P0即时页列执行进度公开账本ID,来源P0即时页列核页执行队列,来源P0即时字段确认公开账本,来源私有字段确认工作台,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,页列执行总序,来源页码,版面列,页码版面键,P0即时页列核页执行队列ID,P0即时按页核页包ID,页列核页优先级桶,页列核页优先级数值,包内字段任务数,包内专业行数,包内裁图证据数,包内需要双人复核任务数,包内高校辅证核验任务数,PDF原页私有记录已录数,PDF原页私有记录未录数,湖北官方私有记录已录数,湖北官方私有记录未录数,高校辅证应录数,高校辅证已录数,高校辅证未录数,字段确认私有记录已录数,字段确认私有记录未录数,双人复核应完成数,双人复核已完成数,双人复核未完成数,冲突阻断任务数,三方字段一致性可评估数,可进入字段写回复查数,PDF原页私有记录状态分布,湖北官方私有记录状态分布,高校辅证私有记录状态分布,双人复核公开状态分布,字段事实写回评估状态分布,页列执行进度桶,页列执行进度状态,私有字段确认工作台SHA256,字段确认公开账本ID集合SHA256,P0字段即时复核任务ID集合SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,字段事实写回状态,公开安全策略,下一步
P0PAGEPROG-1fa91b50d2932037,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,132,173,right,173-right,P0PAGEEXEC-d4d3237a94d1f2c1,P0PAGEPACK-ca78ce395d070043,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,229d9edd90bdd3550cd40c2f37f93c4dc8880bccf565678c4fb6256d0ded1133,3e89890bba64ad0d3d43327f1057d389bcedfa0ad6fca6e921b2a58c10604270,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-5ff8a0f99a06d43f,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,133,176,right,176-right,P0PAGEEXEC-7bce13d66d7d8652,P0PAGEPACK-bea14d9b0e5d6af5,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,8ff066758275cc5b8b77158c8c4c88823523eda804bef625d361ecfe4a22a250,07581c831420cdb3cae52c1649613caf02d19c121a2c4dc554964a99bbb7f74c,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-718f1362ed620d47,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,134,178,right,178-right,P0PAGEEXEC-2625853bf6a37e48,P0PAGEPACK-e7dab004de3504a9,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,15d3af153fc8a09fe50a3ad80ae755a3b8abdd7da40c4b4f7d0f12ab08be3e7d,828b3fce29d164fd0cac880ad8e90674b41e2797d89d94934d687b72c7b73182,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-c979640dfb33323e,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,135,188,left,188-left,P0PAGEEXEC-8091963727b6bc23,P0PAGEPACK-5781e93237c78a88,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,7217c14a29d5141f3932e8cfe6161acbc9448f8f9f3cebae17a43d8ffaad2261,ee04aa28c89a83d4e80ac9d607d320e290930770485cd2a01cad9e21b7a4c49c,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-e7ebadca19d29350,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,136,188,right,188-right,P0PAGEEXEC-657f33cbd91b3a1c,P0PAGEPACK-34ad9277e095e87d,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,303ecb52d76a38352062f4137d4f59613579093bd2836388fc976a6ce2b6d2b9,cf285898a58ff4478801a4653d10a21ff91cfbd98c870c29c6e1e04aad53b293,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-575587680700f9d7,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,137,196,left,196-left,P0PAGEEXEC-a0a0e614ec3867e8,P0PAGEPACK-81bb1d0c55c58817,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,12417e3799f9a3af8c640beb861d550b4274274728b1318463bb1ff78ae29e87,65e6bdf86a7fa2d5644b4b55a389ebb6b69e24a30dbf62fb36c0ab57bb54abdc,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-5d07a86da008a3e5,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,138,202,left,202-left,P0PAGEEXEC-fef949e1feea0076,P0PAGEPACK-9ae7066ea2106082,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,45c70d9b909a1a30a68e05330175a93ac769dd8977c003b8dcddfeaaad3b1005,ed06eb81652bd530823ced2c8c2ffb3d252fd4e6a4ae78e999f2acad951efae2,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-2c4235d304cd48d9,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,139,204,left,204-left,P0PAGEEXEC-ee5b45ea58231593,P0PAGEPACK-43c2d518bb343f69,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,17a8d59ec813fa8986893383d3d195a1c662466de10aebd23ee81110a4599b6f,1789a6a70f966d6246abb82312299d870c9af1038d175253f4af87f55d77b761,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-09a6bbae8dfe5b74,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,140,204,right,204-right,P0PAGEEXEC-130f10ab0685a677,P0PAGEPACK-401f1f053d5e9ad8,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,63744a2a444a781aa2af5572497a3707a52930420dc2d74f29922d33a2030480,c6b291d3d4c284bb045034eee8903ee833135da60d604d33a931cd9618651426,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-3a968a230c45277f,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,141,207,left,207-left,P0PAGEEXEC-b2dfcd06620a1a07,P0PAGEPACK-9ac8ef1460826a6a,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,c9b246456188340e29021da848b51eeab13503251bffc6dd0a45ea33d35e2d64,e14fa3e1561b2e608a63aea452dfc6cd9f9678915a2b7f1fd58398b03b399cc6,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-b27f7ca3e384cc53,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,142,220,right,220-right,P0PAGEEXEC-23f0dd99799dca54,P0PAGEPACK-37eee7d46000ff16,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,28f5cd529da53134a6d1e0eca8f101d00e657532b4676fd4f267ceaebbe77bb4,4b88bfba70c41aa90fdc8e49bacb68f072f0b905465d305d4b32aab3d4acacb5,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-5b4d4bddb55fbfe9,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,143,224,right,224-right,P0PAGEEXEC-421bc75c3a87c638,P0PAGEPACK-1981afd093632a97,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,d24e62ce3c023e2340b714637fa6774e40f460dae383babaa7b72e2dcefab573,44fb93304327fb830a6122c35b608b15401f124ef35c177a023cfe73701c5121,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
