专业代号顺序风险ID,来源专业行原页证据锚点表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,机器能否自动修复,风险规则ID,风险类型,风险等级,专业行ID,相邻前一专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,专业组内专业序号,相邻前一专业序号,专业代号OCR,相邻前一专业代号OCR,专业代号解析值,相邻前一专业代号解析值,专业代号解析差,专业名称及备注短摘,专业起始行号,相邻前一专业起始行号,专业起始y,相邻前一专业起始y,证据摘要,不得进入原因,下一步
CODERISK-a688e07e6be2e59a,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-621da2cc36785a57,M-0d0643986c3f6547,G-8c03b39b79e22621,H010,湖州师范大学,H01005,139,left,2,1,H0,13,170,13,157,,65,63,0.254360,0.276016,相邻专业代号解析差 157 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-30515bd392341e89,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-b04ff677ea587f69,M-d1bd6329cbfd58e0,G-b962a2f16e1e45e8,H021,宁波工程学院,H02104,141,left,3,2,H0,12,170,12,158,,23,20,0.600291,0.643895,相邻专业代号解析差 158 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-9c61a5e69fc7fd4d,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-d2f48de0d302d925,M-af488f00290a70c5,G-48dc8e938ba8d5fe,H023,浙江财经大学,H02302,141,left,2,1,03,32,3,32,-29,,48,46,0.316667,0.340116,相邻专业代号解析差 -29 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-f99c94dc5e143755,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-ab056be9f534d089,M-1ce7ea747fd594ea,G-13ade75559db9581,H023,浙江财经大学,H02305,141,left,2,1,H0,11,170,11,159,,67,65,0.103198,0.126423,相邻专业代号解析差 159 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-7a1645b84b0489e1,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-f46872f8c8d461ee,M-a950ffc93dc7730f,G-001bd214fc872b10,H024,衢州学院,H02401,141,right,3,2,A0,02,100,2,98,,134,71,0.914228,0.063821,相邻专业代号解析差 98 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-1fb0e64cd8007c2e,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-69bd36625e650b7a,M-f46872f8c8d461ee,G-001bd214fc872b10,H024,衢州学院,H02401,141,right,4,3,03,A0,3,100,-97,,147,134,0.819767,0.914228,相邻专业代号解析差 -97 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-f8380fcff1c3c423,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-7c8d155460bf4357,M-c35361ce106b610f,G-9f4dd873e2a30876,H031,浙大宁波理工学院,H03101,142,left,13,12,H0,13,170,13,157,,32,31,0.648163,0.661224,相邻专业代号解析差 157 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-dede6699a99b042a,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-6b341f862ffb89ee,M-c85fe35981d80c89,G-07c0835c3f8af7df,H065,浙江工业大学之江学院,H06502,142,left,2,1,H0,02,170,2,168,,78,74,0.167151,0.212209,相邻专业代号解析差 168 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-81f18c6e8fc9d2a3,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-440b8f49f2cb5ad7,M-6b341f862ffb89ee,G-07c0835c3f8af7df,H065,浙江工业大学之江学院,H06502,142,left,3,2,01,H0,1,170,-169,,79,78,0.156977,0.167151,相邻专业代号解析差 -169 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-94629e73509334b7,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-5ca1e3dadde8abeb,M-440b8f49f2cb5ad7,G-07c0835c3f8af7df,H065,浙江工业大学之江学院,H06502,142,left,4,3,01,01,1,1,0,,80,79,0.143895,0.156977,相邻专业代号解析差 0 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-34aeaf18b58b0afe,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-b97ef66f3ecbe1e5,M-dc411806446409f8,G-9bd4d649aae4ebd0,H079,嘉兴南湖学院,H07902,142,right,6,5,H0,08,170,8,162,,203,202,0.408430,0.421421,相邻专业代号解析差 162 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-35d1526f0e17d48e,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-d6a01e3df45b904c,M-523ae5edcce3b265,G-1441ad79c8d8606e,H137,安徽建筑大学,H13704,146,right,2,1,H1,31,171,31,140,,190,189,0.390988,0.414244,相邻专业代号解析差 140 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-149660375ced4e71,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-d98076e810ce6c80,M-ac58e0c2da141343,G-f2ed487b4055a017,H173,安徽新华学院,H17302,147,left,3,2,01,03,1,3,-2,,36,32,0.505691,0.545058,相邻专业代号解析差 -2 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-5394d531d80e414f,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-a8706107af9c8b77,M-5ab96b9ee8164a42,G-f575c29658b20775,H223,福建师范大学,H22303,148,left,6,5,1,10,1,10,-9,,75,73,0.226744,0.249796,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-f3b356071732f5e6,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-2bcafec4e91b0d63,M-a8706107af9c8b77,G-f575c29658b20775,H223,福建师范大学,H22303,148,left,7,6,12,1,12,1,11,,77,75,0.204898,0.226744,相邻专业代号解析差 11 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-5efa65ad93894089,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-f1f3bcbe37afb0c1,M-3226d354b09f41b9,G-a27c1c9e6b8226fa,H231,龙岩学院,H23102,149,right,6,5,GA,07,170,7,163,,132,73,0.915698,0.058130,相邻专业代号解析差 163 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-acead3b945dca5fa,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-768eeead884b2dca,M-c987cb2b050f3aaf,G-e8ff8ccab3d2f1ee,F277,福州外语外贸学院,F27703,151,right,2,1,21,A0,21,100,-79,,154,141,0.816667,0.914228,相邻专业代号解析差 -79 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-06807e4d2cb985f0,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-e7c43713c4bfb391,M-a3e40eb365e3e611,G-df065a201a279c63,F311,太原工业学院,F31109,153,left,2,1,HS,41,198,41,157,,71,68,0.145349,0.188953,相邻专业代号解析差 157 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-1a7d70bc5db48039,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-88ec382f4cc89f83,M-84853bf4d3078d8e,G-d72f8b10e6c3e693,H317,江西中医药大学,H31705,156,right,4,3,1,10,1,10,-9,,156,154,0.752907,0.774694,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-6bc49a5f715d8edb,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-df017b88a1534121,M-88ec382f4cc89f83,G-d72f8b10e6c3e693,H317,江西中医药大学,H31705,156,right,5,4,12,1,12,1,11,,158,156,0.729651,0.752907,相邻专业代号解析差 11 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-21a1f493c9957cf1,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-38b8bd9be3d475e0,M-4adcc89e4369b3a9,G-850a394c5b9e672e,H319,江西师范大学,H31921,157,right,2,1,72,7,72,7,65,,185,182,0.265854,0.309593,相邻专业代号解析差 65 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-9a3914e07ee8304d,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-c7681d209d33c0df,M-21b06fc02d055580,G-bfc6d40c2138ccb5,H324,江西财经大学,H32403,159,left,18,17,4,40,4,40,-36,,42,41,0.436047,0.449128,相邻专业代号解析差 -36 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
